"GeneID","BaseMean","log2_FC","StdErr","WaldStats","p_value","adj_pval","chrom","start","end","strand","flag","gene_name"
"ENSG00000107104.19",3692.55615083929,6.75600593641774,0.239518989674939,28.2065565890478,4.85920667688169e-175,1.82372100591716e-172,"chr9",470290,746106,"+",NA,"KANK1"
"ENSG00000164181.14",1471.33237585589,7.92231077113734,0.28107179205834,28.1860755685258,8.66324249011768e-175,3.18506762162184e-172,"chr5",60751790,60844274,"-",NA,"ELOVL7"
"ENSG00000138378.19",1814.98181639119,8.87468948229283,0.315473915814959,28.1312940227308,4.05934180731487e-174,1.46258085317555e-171,"chr2",191029575,191151596,"-",NA,"STAT4"
"ENSG00000150637.9",1655.92447257995,5.75905689381042,0.20486531087159,28.1114302333995,7.10161513015506e-174,2.50854110921066e-171,"chr18",69831157,69961803,"-",NA,"CD226"
"ENSG00000136634.7",1297.63552114492,7.31198856323574,0.260577816699056,28.0606716867247,2.95987481469909e-173,1.0254258612847e-170,"chr1",206767601,206774541,"-",NA,"IL10"
"ENSG00000165474.8",2229.6406757125,9.87331127278458,0.35287124359657,27.9799259700304,2.85181429699947e-172,9.69347821895197e-170,"chr13",20187462,20192938,"-",NA,"GJB2"
"ENSG00000178860.8",2506.37928501836,4.47855065746815,0.162514527244383,27.5578481099938,3.56378479970944e-167,1.18891820679195e-164,"chr8",71841548,71844468,"-",NA,"MSC"
"ENSG00000133805.15",3594.00662078822,3.08289095102378,0.113138734187069,27.2487665093228,1.71873766589742e-163,5.62964710020763e-161,"chr11",10308312,10507579,"+",NA,"AMPD3"
"ENSG00000034152.19",3014.28222555961,3.9295057519828,0.144280976612187,27.235092555167,2.4957657680812e-163,8.0287893414255e-161,"chr17",21284671,21315232,"+",NA,"MAP2K3"
"ENSG00000136560.14",2337.80947769161,2.37384736181266,0.0875192439550061,27.1237187907275,5.17153705657268e-162,1.63447789603784e-159,"chr2",161136907,161236230,"+",NA,"TANK"
"ENSG00000178803.12",830.319665319809,5.83210258792417,0.2151371048994,27.1087713607158,7.76043096035971e-162,2.41041661639449e-159,"chr22",24429205,24495074,"-",NA,"ADORA2A-AS1"
"ENSG00000135678.12",2728.89063319318,5.35269157871413,0.198020757535221,27.03096203317,6.39558238063774e-161,1.95282062012185e-158,"chr12",68842196,68971570,"-",NA,"CPM"
"ENSG00000105855.10",2176.03843456551,9.1362613628051,0.340262563325471,26.850621689069,8.29476542002191e-159,2.44967539412614e-156,"chr7",20330701,20415754,"+",NA,"ITGB8"
"ENSG00000138166.6",2196.65372415328,8.7048516441635,0.324192258297549,26.8508930160017,8.2344718992388e-159,2.44967539412614e-156,"chr10",110497906,110511533,"+",NA,"DUSP5"
"ENSG00000102580.15",2911.78799050961,2.72180756810034,0.101728590252121,26.7555813105706,1.06328953925979e-157,3.08954210480082e-155,"chr13",95677138,95794988,"+",NA,"DNAJC3"
"ENSG00000269926.1",1523.03392707062,6.47819153334014,0.242413996072226,26.7236695830467,2.49893637823088e-157,7.14576807203638e-155,"chr10",72274914,72275980,"-",NA,"DDIT4-AS1"
"ENSG00000085514.16",3270.87291088696,2.90271411224415,0.110519283849879,26.2643224886165,4.90457764559268e-152,1.38056197320863e-149,"chr7",100367529,100400096,"+",NA,"PILRA"
"ENSG00000123610.5",7011.1897705521,7.85956432379822,0.300039017258272,26.195140870738,3.01870846591939e-151,8.36646661746737e-149,"chr2",151357591,151380046,"+",NA,"TNFAIP6"
"ENSG00000106991.13",4637.33469135172,-2.80242032684155,0.107658420542966,-26.0306654389669,2.22747848590567e-149,6.08000377630162e-147,"chr9",127815011,127854756,"-",NA,"ENG"
"ENSG00000153898.13",851.803799335249,7.27396437372267,0.280288833092171,25.9516738268723,1.74089571585368e-148,4.68093079419464e-146,"chr1",84925582,84997113,"-",NA,"MCOLN2"
"ENSG00000196878.15",620.868691395102,6.68359618545203,0.25809626653541,25.8957491914556,7.43593835768671e-148,1.96997690461362e-145,"chr1",209614869,209652425,"-",NA,"LAMB3"
"ENSG00000253522.6",699.984365615034,5.88132158961297,0.228183714552837,25.7745019233225,1.71304443141288e-146,4.47253556984102e-144,"chr5",160438593,160487426,"+",NA,"MIR3142HG"
"ENSG00000186480.13",49647.3199142434,4.55842367546983,0.177099043003442,25.7394032071717,4.23620040061449e-146,1.09021643167243e-143,"chr7",155297775,155310235,"+",NA,"INSIG1"
"ENSG00000102794.10",6522.54638070578,10.121160533866,0.394030086088057,25.6862632860073,1.66449211215324e-145,4.22335569020291e-143,"chr13",76948510,76958638,"+",NA,"ACOD1"
"ENSG00000142224.16",972.818087995805,7.65305361586845,0.298057704827271,25.6764159822793,2.14425951559066e-145,5.3651159963008e-143,"chr1",206770763,206842981,"+",NA,"IL19"
"ENSG00000147119.4",506.099529512354,4.6966912031299,0.183299612860682,25.6230284932443,8.45065261049667e-145,2.08545899696024e-142,"chrX",46573764,46598496,"+",NA,"CHST7"
"ENSG00000197226.12",1211.02650953156,-3.2299661018313,0.126453552738795,-25.5427074358534,6.61693125992794e-144,1.61086508983246e-141,"chr5",179862065,179907859,"-",NA,"TBC1D9B"
"ENSG00000185022.12",1166.25906378111,4.94844679526154,0.194011173738803,25.5059886495179,1.69164916776031e-143,4.06334130096027e-141,"chr22",38200766,38216507,"+",NA,"MAFF"
"ENSG00000182782.8",928.527591624857,4.74732016480611,0.186302357872032,25.4818039826794,3.13682464692017e-143,7.43551263345616e-141,"chr12",122701292,122703357,"-",NA,"HCAR2"
"ENSG00000102804.15",2532.75449151307,5.31125120692485,0.208519145142972,25.4712880358452,4.10223743275699e-143,9.59763731832691e-141,"chr13",44432142,44577147,"-",NA,"TSC22D1"
"ENSG00000137726.17",1132.30985241983,6.23606044942668,0.246191235555197,25.3301480670645,1.48729400269476e-141,3.43507711007001e-139,"chr11",117836975,117877486,"-",NA,"FXYD6"
"ENSG00000197142.10",5800.7158613243,4.34667080498002,0.171702404581789,25.3151422984849,2.17610126621542e-141,4.96233725454061e-139,"chr10",112374017,112428380,"+",NA,"ACSL5"
"ENSG00000145901.15",8044.79235904295,2.90789618905117,0.11493890501947,25.2994944449714,3.23541263730251e-141,7.28574483262559e-139,"chr5",151029944,151093577,"-",NA,"TNIP1"
"ENSG00000091436.17",4059.2747210555,3.57999806839268,0.142317455838392,25.1550173329261,1.24539972839557e-139,2.76986124778347e-137,"chr2",173075434,173268015,"+",NA,"MAP3K20"
"ENSG00000151748.15",1218.04067249254,3.47964893819292,0.138474790332753,25.1283928997571,2.43487602992315e-139,5.34930386330068e-137,"chr14",50632057,50668306,"-",NA,"SAV1"
"ENSG00000027697.15",4962.66872004065,-4.20892268049406,0.167515026347655,-25.1256425901698,2.60937840394097e-139,5.66360866831285e-137,"chr6",137197484,137219449,"-",NA,"IFNGR1"
"ENSG00000102755.12",4110.01395487734,7.36377164740888,0.294789744226931,24.9797416349064,1.01507137153626e-137,2.17696556645544e-135,"chr13",28300345,28495145,"-",NA,"FLT1"
"ENSG00000140379.8",4002.88173096767,9.42995584359222,0.377712237785147,24.9659791244472,1.43217966395937e-137,3.03537842896801e-135,"chr15",79960891,79971196,"-",NA,"BCL2A1"
"ENSG00000163874.11",2169.57309053485,4.47615210367495,0.179581897350705,24.9254082383009,3.94673085913608e-137,8.26748330550424e-135,"chr1",37474579,37484377,"+",NA,"ZC3H12A"
"ENSG00000110911.16",2157.4349134577,2.71564059314726,0.109031701087764,24.9068900700846,6.26532142088899e-137,1.2973536252565e-134,"chr12",50979400,51028566,"-",NA,"SLC11A2"
"ENSG00000010278.14",4638.58937996889,-3.00619182849037,0.12123580988276,-24.7962366185163,9.84333265189979e-136,2.01508679231789e-133,"chr12",6199714,6238271,"+",NA,"CD9"
"ENSG00000120129.6",6137.19148552296,5.39048344404925,0.217486399917379,24.7853817346604,1.2888457429714e-135,2.60882652355391e-133,"chr5",172768095,172771195,"-",NA,"DUSP1"
"ENSG00000152484.14",1696.66241200313,3.17956951423612,0.128458331577038,24.7517578284076,2.96808287163218e-135,5.94111254805041e-133,"chr13",27066155,27171811,"-",NA,"USP12"
"ENSG00000100906.11",24999.384832387,4.51286826738505,0.184346083875442,24.4804129955605,2.38833302257737e-132,4.72811202216828e-130,"chr14",35401512,35404749,"-",NA,"NFKBIA"
"ENSG00000109320.13",21524.0379750616,4.37423610801423,0.179621317849866,24.3525443437086,5.44845634999221e-131,1.06689066462076e-128,"chr4",102501330,102617302,"+",NA,"NFKB1"
"ENSG00000172594.13",618.355818395028,3.86803238792432,0.159114072377511,24.3098069839297,1.54395614353316e-130,2.99079246513439e-128,"chr6",122789048,122809720,"+",NA,"SMPDL3A"
"ENSG00000167552.14",1125.50250694334,-4.51065286202808,0.186337838686448,-24.2068540336469,1.8841171889012e-129,3.61089054872926e-127,"chr12",49184794,49189080,"-",NA,"TUBA1A"
"ENSG00000232934.8",1038.74418135244,4.55822497855902,0.188594738732073,24.1694174991523,4.66702504139777e-129,8.85015327587167e-127,"chr10",112395812,112425589,"-",NA,"AL157786.1"
"ENSG00000163661.4",6011.01721380709,8.50025409434225,0.351856631701539,24.1582887133205,6.10980690508734e-129,1.1465434520328e-126,"chr3",157436849,157443633,"+",NA,"PTX3"
"ENSG00000115652.14",959.726502949925,3.87596143168116,0.162115139512176,23.9086950382573,2.48704966819266e-126,4.61898966726708e-124,"chr2",106093302,106194339,"-",NA,"UXS1"
"ENSG00000184557.4",13162.042572527,8.45868097527138,0.355946774987797,23.7638927212119,7.89410527672597e-125,1.45114598530835e-122,"chr17",78356777,78360077,"-",NA,"SOCS3"
"ENSG00000101265.16",3029.12076351273,-2.42089345409778,0.102056359119266,-23.7211426606809,2.18216941572824e-124,3.97088707316608e-122,"chr20",4780022,4823608,"-",NA,"RASSF2"
"ENSG00000287037.1",1616.54707167177,7.83735928072156,0.330413692833179,23.7198380415745,2.25087839455923e-124,4.05495742779846e-122,"chr4",73997932,74007682,"+",NA,"AC097709.1"
"ENSG00000112149.10",10090.0722839001,5.59236778918634,0.236316279012967,23.6647589939392,8.31936835328056e-124,1.48389525628069e-121,"chr6",14117255,14136918,"+",NA,"CD83"
"ENSG00000067334.14",2714.20062712203,2.83343459113055,0.1203293457333,23.5473281589234,1.33702965519441e-122,2.36143031748307e-120,"chr1",93866283,93879918,"-",NA,"DNTTIP2"
"ENSG00000285441.1",793.029598079094,4.38308453204594,0.186673821008551,23.4799100825453,6.54401154546087e-122,1.14456667952891e-119,"chr6",159679118,159762529,"-",NA,"SOD2"
"ENSG00000108179.14",5436.29845877944,3.23760806196916,0.13808346143246,23.4467475567504,1.42686082831285e-121,2.4716247905823e-119,"chr10",79347468,79355334,"+",NA,"PPIF"
"ENSG00000070961.15",12287.3560494703,4.57787994013698,0.195561929118255,23.408850387075,3.47271202947027e-121,5.95818163913399e-119,"chr12",89588048,89709300,"-",NA,"ATP2B1"
"ENSG00000229644.6",3009.88761109379,5.34779661288462,0.229138171279426,23.3387417863398,1.79327484718767e-120,3.04772135585716e-118,"chr10",36521720,36524234,"-",NA,"NAMPTP1"
"ENSG00000028137.19",28168.2943182356,3.7126213085189,0.159163644001797,23.3258124479544,2.42605504597959e-120,4.08461510778713e-118,"chr1",12166990,12209228,"+",NA,"TNFRSF1B"
"ENSG00000123700.5",1825.61613798863,7.73838670194897,0.332864502529015,23.2478580418002,1.49530195508847e-119,2.49424673341841e-117,"chr17",70168672,70180044,"+",NA,"KCNJ2"
"ENSG00000188211.9",1146.38055055063,2.97199614438866,0.128045243826469,23.2105157175255,3.56570449677376e-119,5.89322628526416e-117,"chr11",17351799,17377341,"+",NA,"NCR3LG1"
"ENSG00000101017.14",755.539492904947,5.31192452485645,0.2289279809326,23.2034743119513,4.19995501342048e-119,6.87838086970636e-117,"chr20",46118277,46129863,"+",NA,"CD40"
"ENSG00000222041.11",371.291034064604,4.86349529238852,0.210020495985167,23.1572412472162,1.22896805941456e-118,1.99458194507688e-116,"chr2",87454780,87636740,"+",NA,"CYTOR"
"ENSG00000233058.2",646.494803816607,7.03862148224045,0.305504629620889,23.0393283760541,1.88186012007501e-117,3.02693839849565e-115,"chr3",194487139,194521156,"+",NA,"LINC00884"
"ENSG00000175352.11",1181.33141600963,4.13440912157242,0.179837197228313,22.9897328544526,5.90515246325173e-117,9.41427625004246e-115,"chr11",8980575,9004049,"-",NA,"NRIP3"
"ENSG00000013619.14",553.150655527413,6.33578633647841,0.276263408223615,22.9338600331393,2.13529471620029e-116,3.37432757125862e-114,"chrX",150361421,150514178,"+",NA,"MAMLD1"
"ENSG00000109756.9",1078.27993316656,4.85290247562163,0.211612209622105,22.9329984516863,2.17798714458075e-116,3.41186420953236e-114,"chr4",159103012,159360174,"+",NA,"RAPGEF2"
"ENSG00000105976.15",506.993774652227,4.39219012291165,0.192825276429415,22.7780828542956,7.56285008911158e-115,1.17452365823573e-112,"chr7",116672195,116798386,"+",NA,"MET"
"ENSG00000106803.10",1105.25902487525,2.33272009937326,0.102529163147397,22.7517715717597,1.37821449547939e-114,2.12209693470609e-112,"chr9",99222063,99230615,"+",NA,"SEC61B"
"ENSG00000163171.8",2833.06031672303,3.88683293724322,0.171534179312878,22.6592330042496,1.13133497313992e-113,1.727203350942e-111,"chr2",37641881,37738468,"-",NA,"CDC42EP3"
"ENSG00000144749.13",451.181509032572,4.38562303038718,0.19365629524785,22.6464263646801,1.51296017754806e-113,2.29041828559061e-111,"chr3",66378796,66501263,"-",NA,"LRIG1"
"ENSG00000104154.7",943.832457971761,5.70605353987543,0.252365773328565,22.6102512421385,3.43577845374043e-113,5.15796240367782e-111,"chr15",45479605,45522755,"-",NA,"SLC30A4"
"ENSG00000154640.15",708.532035842322,4.28046180716191,0.189665989313523,22.5684205305053,8.85529975736639e-113,1.31841508371038e-110,"chr21",17593652,17612945,"-",NA,"BTG3"
"ENSG00000072401.15",942.960917803297,2.68190574503572,0.118858127414937,22.5639239264901,9.80297343200807e-113,1.44754562604611e-110,"chr10",58334978,58370751,"+",NA,"UBE2D1"
"ENSG00000173812.11",8789.60813906718,2.53700425108385,0.112558829795,22.539362355707,1.70760076091671e-112,2.50101038275728e-110,"chr17",41688884,41692668,"+",NA,"EIF1"
"ENSG00000112096.18",102443.033277301,4.5585517081126,0.203124080992512,22.4422022531176,1.52502992593899e-111,2.21559791256378e-109,"chr6",159669068,159745186,"-",NA,"SOD2"
"ENSG00000005844.18",1488.92924397893,-6.07405828874041,0.270777133072693,-22.4319469661782,1.92046614875108e-111,2.76777581358005e-109,"chr16",30472718,30523185,"+",NA,"ITGAL"
"ENSG00000124762.14",7754.2585839143,3.18079202350324,0.142138004169586,22.3781953467436,6.41902617419428e-111,9.17767908953253e-109,"chr6",36676459,36687337,"+",NA,"CDKN1A"
"ENSG00000254528.7",784.95040955724,5.90796816897812,0.264207057132184,22.3611293093596,9.41013974603098e-111,1.33483202775392e-108,"chr11",117833718,117838942,"+",NA,"AP000757.1"
"ENSG00000122861.16",1270.72386057642,9.26986786065779,0.415260175171015,22.3230360504477,2.20777161599698e-110,3.10726606735825e-108,"chr10",73909176,73917496,"+",NA,"PLAU"
"ENSG00000102879.16",624.806175363506,-5.13788295966501,0.230318212852056,-22.3077580189688,3.1068238834027e-110,4.33871567903098e-108,"chr16",30182826,30189076,"+",NA,"CORO1A"
"ENSG00000105835.12",18152.5111000022,5.27888572107818,0.237386336867005,22.2375297194786,1.48932990653972e-109,2.06386755894715e-107,"chr7",106248297,106286326,"-",NA,"NAMPT"
"ENSG00000137801.11",59458.7681390949,2.52889287637259,0.113821195290408,22.2181191290451,2.29481273811212e-109,3.1558054562664e-107,"chr15",39581078,39599466,"+",NA,"THBS1"
"ENSG00000139679.15",1050.56546493592,-4.09315725534228,0.184270725811188,-22.2127374672433,2.58686946380189e-109,3.53048889321145e-107,"chr13",48389566,48444704,"-",NA,"LPAR6"
"ENSG00000238133.6",725.931663051209,3.71950349371362,0.167815903687526,22.1641895194828,7.61280724607092e-109,1.03116332735314e-106,"chr2",173166445,173282036,"-",NA,"MAP3K20-AS1"
"ENSG00000092871.17",1061.04825456568,2.32630264433679,0.105843908115446,21.9786163016529,4.61308487505463e-107,6.20184507642606e-105,"chr17",35005989,35089319,"-",NA,"RFFL"
"ENSG00000145860.11",1821.91764785517,2.88383051782366,0.131272420575209,21.9682893420211,5.79087736542563e-107,7.72760412875131e-105,"chr5",159157408,159210053,"-",NA,"RNF145"
"ENSG00000259354.5",766.015451695342,5.96920905323501,0.273302842986047,21.8410060722996,9.46481020636556e-106,1.25373938137997e-103,"chr15",45448426,45513767,"+",NA,"AC025580.2"
"ENSG00000122641.11",4201.49404683456,12.3288849627103,0.565246286733929,21.8115275625219,1.80353106419307e-105,2.37157752711227e-103,"chr7",41667167,41705834,"-",NA,"INHBA"
"ENSG00000163659.13",2634.71701229503,2.05869403352444,0.0945904748863683,21.7642847865766,5.05929364848913e-105,6.60457790416897e-103,"chr3",156673234,156706770,"+",NA,"TIPARP"
"ENSG00000168884.15",1005.56989209144,2.37484253949904,0.10979704304058,21.629385215969,9.50413406081826e-104,1.23177679932116e-101,"chr4",2741647,2756342,"-",NA,"TNIP2"
"ENSG00000135241.17",1594.73401587821,2.81252940644277,0.130155866327291,21.6089330877363,1.48029531314101e-103,1.90482286187395e-101,"chr7",108470416,108569666,"-",NA,"PNPLA8"
"ENSG00000111144.10",1782.99374491653,-3.64065380257904,0.169581132732999,-21.4685073976428,3.06711709689019e-102,3.9187315248565e-100,"chr12",96000752,96043520,"-",NA,"LTA4H"
"ENSG00000155307.19",3499.49496759695,2.97865692348567,0.138854394161387,21.4516576265038,4.4066613431491e-102,5.59056366879092e-100,"chr21",14485227,14658821,"-",NA,"SAMSN1"
"ENSG00000165997.5",1967.96586745745,5.07881377612924,0.236802119845139,21.4475013122797,4.81849417769957e-102,6.07029179099704e-100,"chr10",18659430,18681639,"+",NA,"ARL5B"
"ENSG00000137393.10",5761.09104839579,4.83068936975103,0.225718441844781,21.4013942780667,1.2967186037427e-101,1.62224900322394e-99,"chr6",18387349,18468870,"+",NA,"RNF144B"
"ENSG00000196396.10",1180.54017579263,2.66237433006004,0.124623715332707,21.363304110717,2.93312338537917e-101,3.64415295086936e-99,"chr20",50510320,50585241,"+",NA,"PTPN1"
"ENSG00000054277.14",1840.94433810537,3.93640902512316,0.18461504119173,21.322255216654,7.05742547211663e-101,8.70818629316309e-99,"chr1",241590101,241677376,"-",NA,"OPN3"
"ENSG00000149289.11",1036.56662955573,4.44790357567445,0.20868338978995,21.3141236595374,8.3964598710747e-101,1.0289947250164e-98,"chr11",110093391,110171841,"+",NA,"ZC3H12C"
"ENSG00000135047.15",8896.4214556612,5.58167655032457,0.262281465812368,21.2812465914675,1.69378807211219e-100,2.06172919723656e-98,"chr9",87726108,87731469,"+",NA,"CTSL"
"ENSG00000128272.14",1636.89062890859,2.45673757056762,0.115446370435159,21.2803361535516,1.72699847823243e-100,2.08804547552733e-98,"chr22",39519694,39522685,"+",NA,"ATF4"
"ENSG00000011422.12",10815.8385947501,4.75997454486607,0.223919851844518,21.2574923824584,2.81037092139129e-100,3.37525547659094e-98,"chr19",43646094,43670547,"-",NA,"PLAUR"
"ENSG00000251230.6",2137.43961893317,10.8077072103959,0.508476296490415,21.2550856057449,2.95822180816267e-100,3.52929575324838e-98,"chr4",184844553,184855751,"-",NA,"MIR3945HG"
